
Все фоновые задания выполнены

=== ОТЧЕТ О РАБОТЕ ПАРАЛЛЕЛЬНЫХ ПОТОКОВ ===

1. ОБЩАЯ ИНФОРМАЦИЯ
   - Дата и время начала: 25.11.2025 07:59:57
   - Дата и время окончания: 25.11.2025 08:12:37
   - Общая длительность: 760,00 сек
   - Базовое количество потоков (N): 6
   - Общее количество созданных потоков: 859
   - Средний вес договоров: 18,60
   - Целевой вес потока (Q1 + 1.5×IQR): 15,50
   - Общее количество договоров: 1546
   - Общее количество задач: 28757

2. РАСПРЕДЕЛЕНИЕ ПОТОКОВ
   Номер |   Вес |  Кол-во | Время запуск | Время завершени | Длительность | Статус    
     617 |    15 |       3 | 08:11:30     | 08:11:34        |     4,00 сек | Успешно   
     618 |    15 |       3 | 08:11:30     | 08:11:34        |     4,00 сек | Успешно   
     619 |    15 |       3 | 08:11:30     | 08:11:34        |     4,00 сек | Успешно   
     620 |    15 |       3 | 08:11:31     | 08:11:34        |     3,00 сек | Успешно   
     621 |    15 |       3 | 08:11:31     | 08:11:34        |     3,00 сек | Успешно   
     622 |    15 |       3 | 08:11:32     | 08:11:35        |     3,00 сек | Успешно   
     623 |    15 |       3 | 08:11:32     | 08:11:35        |     3,00 сек | Успешно   
     624 |    15 |       3 | 08:11:33     | 08:11:36        |     3,00 сек | Успешно   
     625 |    15 |       3 | 08:11:33     | 08:11:36        |     3,00 сек | Успешно   
     626 |    15 |       3 | 08:11:33     | 08:11:36        |     3,00 сек | Успешно   
     627 |    15 |       3 | 08:11:33     | 08:11:36        |     3,00 сек | Успешно   
     628 |    15 |       3 | 08:11:33     | 08:11:37        |     4,00 сек | Успешно   
     629 |    15 |       3 | 08:11:34     | 08:11:37        |     3,00 сек | Успешно   
     630 |    15 |       3 | 08:11:34     | 08:11:37        |     3,00 сек | Успешно   
     631 |    15 |       3 | 08:11:34     | 08:11:37        |     3,00 сек | Успешно   
     632 |    15 |       3 | 08:11:34     | 08:11:37        |     3,00 сек | Успешно   
     633 |    15 |       3 | 08:11:34     | 08:11:37        |     3,00 сек | Успешно   
     634 |    15 |       3 | 08:11:35     | 08:11:38        |     3,00 сек | Успешно   
     635 |    15 |       3 | 08:11:35     | 08:11:38        |     3,00 сек | Успешно   
     636 |    15 |       3 | 08:11:36     | 08:11:39        |     3,00 сек | Успешно   
     637 |    15 |       3 | 08:11:36     | 08:11:39        |     3,00 сек | Успешно   
     638 |    15 |       3 | 08:11:36     | 08:11:39        |     3,00 сек | Успешно   
     639 |    15 |       3 | 08:11:36     | 08:11:39        |     3,00 сек | Успешно   
     640 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     641 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     642 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     643 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     644 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     645 |    15 |       3 | 08:11:37     | 08:11:40        |     3,00 сек | Успешно   
     646 |    15 |       3 | 08:11:38     | 08:11:41        |     3,00 сек | Успешно   
     647 |    15 |       3 | 08:11:38     | 08:11:41        |     3,00 сек | Успешно   
     648 |    15 |       3 | 08:11:39     | 08:11:42        |     3,00 сек | Успешно   
     649 |    15 |       3 | 08:11:39     | 08:11:42        |     3,00 сек | Успешно   
     650 |    15 |       3 | 08:11:39     | 08:11:43        |     4,00 сек | Успешно   
     651 |    15 |       3 | 08:11:39     | 08:11:43        |     4,00 сек | Успешно   
     652 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     653 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     654 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     655 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     656 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     657 |    15 |       3 | 08:11:40     | 08:11:43        |     3,00 сек | Успешно   
     658 |    15 |       3 | 08:11:41     | 08:11:44        |     3,00 сек | Успешно   
     659 |    15 |       3 | 08:11:41     | 08:11:44        |     3,00 сек | Успешно   
     660 |    15 |       3 | 08:11:42     | 08:11:45        |     3,00 сек | Успешно   
     661 |    15 |       3 | 08:11:42     | 08:11:45        |     3,00 сек | Успешно   
     662 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     663 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     664 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     665 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     666 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     667 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     668 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     669 |    15 |       3 | 08:11:43     | 08:11:46        |     3,00 сек | Успешно   
     670 |    15 |       3 | 08:11:44     | 08:11:47        |     3,00 сек | Успешно   
     671 |    15 |       3 | 08:11:44     | 08:11:47        |     3,00 сек | Успешно   
     672 |    15 |       3 | 08:11:45     | 08:11:48        |     3,00 сек | Успешно   
     673 |    15 |       3 | 08:11:45     | 08:11:48        |     3,00 сек | Успешно   
     674 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     675 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     676 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     677 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     678 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     679 |    15 |       3 | 08:11:46     | 08:11:49        |     3,00 сек | Успешно   
     680 |    15 |       3 | 08:11:46     | 08:11:50        |     4,00 сек | Успешно   
     681 |    15 |       3 | 08:11:46     | 08:11:50        |     4,00 сек | Успешно   
     682 |    15 |       3 | 08:11:47     | 08:11:50        |     3,00 сек | Успешно   
     683 |    15 |       3 | 08:11:47     | 08:11:50        |     3,00 сек | Успешно   
     684 |    15 |       3 | 08:11:48     | 08:11:52        |     4,00 сек | Успешно   
     685 |    15 |       3 | 08:11:48     | 08:11:52        |     4,00 сек | Успешно   
     686 |    15 |       3 | 08:11:49     | 08:11:52        |     3,00 сек | Успешно   
     687 |    15 |       3 | 08:11:49     | 08:11:52        |     3,00 сек | Успешно   
     688 |    15 |       3 | 08:11:49     | 08:11:52        |     3,00 сек | Успешно   
     689 |    15 |       3 | 08:11:49     | 08:11:52        |     3,00 сек | Успешно   
     690 |    15 |       3 | 08:11:49     | 08:11:52        |     3,00 сек | Успешно   
     691 |    15 |       3 | 08:11:49     | 08:11:53        |     4,00 сек | Успешно   
     692 |    15 |       3 | 08:11:50     | 08:11:53        |     3,00 сек | Успешно   
     693 |    15 |       3 | 08:11:50     | 08:11:53        |     3,00 сек | Успешно   
     694 |    15 |       3 | 08:11:50     | 08:11:54        |     4,00 сек | Успешно   
     695 |    15 |       3 | 08:11:50     | 08:11:54        |     4,00 сек | Успешно   
     696 |    15 |       3 | 08:11:52     | 08:11:55        |     3,00 сек | Успешно   
     697 |    15 |       3 | 08:11:52     | 08:11:55        |     3,00 сек | Успешно   
     698 |    15 |       3 | 08:11:52     | 08:11:55        |     3,00 сек | Успешно   
     699 |    15 |       3 | 08:11:52     | 08:11:55        |     3,00 сек | Успешно   
     700 |    15 |       3 | 08:11:52     | 08:11:55        |     3,00 сек | Успешно   
     701 |    15 |       3 | 08:11:52     | 08:11:56        |     4,00 сек | Успешно   
     702 |    15 |       3 | 08:11:52     | 08:11:56        |     4,00 сек | Успешно   
     703 |    15 |       3 | 08:11:53     | 08:11:56        |     3,00 сек | Успешно   
     704 |    15 |       3 | 08:11:53     | 08:11:56        |     3,00 сек | Успешно   
     705 |    15 |       3 | 08:11:53     | 08:11:56        |     3,00 сек | Успешно   
     706 |    15 |       3 | 08:11:54     | 08:11:57        |     3,00 сек | Успешно   
     707 |    15 |       3 | 08:11:54     | 08:11:57        |     3,00 сек | Успешно   
     708 |    15 |       3 | 08:11:55     | 08:11:58        |     3,00 сек | Успешно   
     709 |    15 |       3 | 08:11:55     | 08:11:58        |     3,00 сек | Успешно   
     710 |    15 |       3 | 08:11:55     | 08:11:58        |     3,00 сек | Успешно   
     711 |    15 |       3 | 08:11:55     | 08:11:58        |     3,00 сек | Успешно   
     712 |    15 |       3 | 08:11:55     | 08:11:58        |     3,00 сек | Успешно   
     713 |    15 |       3 | 08:11:56     | 08:11:59        |     3,00 сек | Успешно   
     714 |    15 |       3 | 08:11:56     | 08:11:59        |     3,00 сек | Успешно   
     715 |    15 |       3 | 08:11:56     | 08:11:59        |     3,00 сек | Успешно   
     716 |    15 |       3 | 08:11:56     | 08:11:59        |     3,00 сек | Успешно   
     717 |    15 |       3 | 08:11:56     | 08:11:59        |     3,00 сек | Успешно   
     718 |    15 |       3 | 08:11:57     | 08:12:00        |     3,00 сек | Успешно   
     719 |    15 |       3 | 08:11:57     | 08:12:00        |     3,00 сек | Успешно   
     720 |    15 |       3 | 08:11:58     | 08:12:01        |     3,00 сек | Успешно   
     721 |    15 |       3 | 08:11:58     | 08:12:01        |     3,00 сек | Успешно   
     722 |    15 |       3 | 08:11:58     | 08:12:01        |     3,00 сек | Успешно   
     723 |    15 |       3 | 08:11:58     | 08:12:01        |     3,00 сек | Успешно   
     724 |    15 |       3 | 08:11:58     | 08:12:02        |     4,00 сек | Успешно   
     725 |    15 |       3 | 08:11:59     | 08:12:02        |     3,00 сек | Успешно   
     726 |    15 |       3 | 08:11:59     | 08:12:02        |     3,00 сек | Успешно   
     727 |    15 |       3 | 08:11:59     | 08:12:02        |     3,00 сек | Успешно   
     728 |    15 |       3 | 08:11:59     | 08:12:02        |     3,00 сек | Успешно   
     729 |    15 |       3 | 08:11:59     | 08:12:02        |     3,00 сек | Успешно   
     730 |    15 |       3 | 08:12:00     | 08:12:03        |     3,00 сек | Успешно   
     731 |    15 |       3 | 08:12:00     | 08:12:03        |     3,00 сек | Успешно   
     732 |    15 |       3 | 08:12:01     | 08:12:04        |     3,00 сек | Успешно   
     733 |    15 |       3 | 08:12:01     | 08:12:04        |     3,00 сек | Успешно   
     734 |    15 |       3 | 08:12:01     | 08:12:05        |     4,00 сек | Успешно   
     735 |    15 |       3 | 08:12:01     | 08:12:05        |     4,00 сек | Успешно   
     736 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     737 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     738 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     739 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     740 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     741 |    15 |       3 | 08:12:02     | 08:12:05        |     3,00 сек | Успешно   
     742 |    15 |       3 | 08:12:03     | 08:12:06        |     3,00 сек | Успешно   
     743 |    15 |       3 | 08:12:03     | 08:12:06        |     3,00 сек | Успешно   
     744 |    15 |       3 | 08:12:04     | 08:12:07        |     3,00 сек | Успешно   
     745 |    15 |       3 | 08:12:04     | 08:12:07        |     3,00 сек | Успешно   
     746 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     747 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     748 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     749 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     750 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     751 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     752 |    15 |       3 | 08:12:05     | 08:12:08        |     3,00 сек | Успешно   
     753 |    15 |       3 | 08:12:05     | 08:12:09        |     4,00 сек | Успешно   
     754 |    15 |       3 | 08:12:06     | 08:12:09        |     3,00 сек | Успешно   
     755 |    15 |       3 | 08:12:06     | 08:12:09        |     3,00 сек | Успешно   
     756 |    15 |       3 | 08:12:07     | 08:12:10        |     3,00 сек | Успешно   
     757 |    15 |       3 | 08:12:07     | 08:12:10        |     3,00 сек | Успешно   
     758 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     759 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     760 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     761 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     762 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     763 |    15 |       3 | 08:12:08     | 08:12:11        |     3,00 сек | Успешно   
     764 |    15 |       3 | 08:12:08     | 08:12:12        |     4,00 сек | Успешно   
     765 |    15 |       3 | 08:12:09     | 08:12:12        |     3,00 сек | Успешно   
     766 |    15 |       3 | 08:12:09     | 08:12:12        |     3,00 сек | Успешно   
     767 |    15 |       3 | 08:12:09     | 08:12:12        |     3,00 сек | Успешно   
     768 |    15 |       3 | 08:12:10     | 08:12:13        |     3,00 сек | Успешно   
     769 |    15 |       3 | 08:12:10     | 08:12:14        |     4,00 сек | Успешно   
     770 |    15 |       3 | 08:12:11     | 08:12:14        |     3,00 сек | Успешно   
     771 |    15 |       3 | 08:12:11     | 08:12:14        |     3,00 сек | Успешно   
     772 |    15 |       3 | 08:12:11     | 08:12:14        |     3,00 сек | Успешно   
     773 |    15 |       3 | 08:12:11     | 08:12:14        |     3,00 сек | Успешно   
     774 |    15 |       3 | 08:12:11     | 08:12:14        |     3,00 сек | Успешно   
     775 |    15 |       3 | 08:12:11     | 08:12:15        |     4,00 сек | Успешно   
     776 |    15 |       3 | 08:12:12     | 08:12:15        |     3,00 сек | Успешно   
     777 |    15 |       3 | 08:12:12     | 08:12:15        |     3,00 сек | Успешно   
     778 |    15 |       3 | 08:12:12     | 08:12:15        |     3,00 сек | Успешно   
     779 |    15 |       3 | 08:12:12     | 08:12:16        |     4,00 сек | Успешно   
     780 |    15 |       3 | 08:12:13     | 08:12:17        |     4,00 сек | Успешно   
     781 |    15 |       3 | 08:12:14     | 08:12:17        |     3,00 сек | Успешно   
     782 |    15 |       3 | 08:12:14     | 08:12:17        |     3,00 сек | Успешно   
     783 |    15 |       3 | 08:12:14     | 08:12:17        |     3,00 сек | Успешно   
     784 |    15 |       3 | 08:12:14     | 08:12:17        |     3,00 сек | Успешно   
     785 |    15 |       3 | 08:12:14     | 08:12:18        |     4,00 сек | Успешно   
     786 |    15 |       3 | 08:12:14     | 08:12:18        |     4,00 сек | Успешно   
     787 |    15 |       3 | 08:12:15     | 08:12:18        |     3,00 сек | Успешно   
     788 |    15 |       3 | 08:12:15     | 08:12:18        |     3,00 сек | Успешно   
     789 |    15 |       3 | 08:12:15     | 08:12:18        |     3,00 сек | Успешно   
     790 |    15 |       3 | 08:12:15     | 08:12:19        |     4,00 сек | Успешно   
     791 |    15 |       3 | 08:12:16     | 08:12:19        |     3,00 сек | Успешно   
     792 |    15 |       3 | 08:12:17     | 08:12:20        |     3,00 сек | Успешно   
     793 |    15 |       3 | 08:12:17     | 08:12:20        |     3,00 сек | Успешно   
     794 |    15 |       3 | 08:12:17     | 08:12:20        |     3,00 сек | Успешно   
     795 |    15 |       3 | 08:12:17     | 08:12:20        |     3,00 сек | Успешно   
     796 |    15 |       3 | 08:12:17     | 08:12:21        |     4,00 сек | Успешно   
     797 |    15 |       3 | 08:12:18     | 08:12:21        |     3,00 сек | Успешно   
     798 |    15 |       3 | 08:12:18     | 08:12:21        |     3,00 сек | Успешно   
     799 |    15 |       3 | 08:12:18     | 08:12:21        |     3,00 сек | Успешно   
     800 |    15 |       3 | 08:12:18     | 08:12:21        |     3,00 сек | Успешно   
     801 |    15 |       3 | 08:12:18     | 08:12:21        |     3,00 сек | Успешно   
     802 |    15 |       3 | 08:12:19     | 08:12:22        |     3,00 сек | Успешно   
     803 |    15 |       3 | 08:12:19     | 08:12:22        |     3,00 сек | Успешно   
     804 |    15 |       3 | 08:12:20     | 08:12:23        |     3,00 сек | Успешно   
     805 |    15 |       3 | 08:12:20     | 08:12:23        |     3,00 сек | Успешно   
     806 |    15 |       3 | 08:12:20     | 08:12:24        |     4,00 сек | Успешно   
     807 |    15 |       3 | 08:12:20     | 08:12:24        |     4,00 сек | Успешно   
     808 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     809 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     810 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     811 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     812 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     813 |    15 |       3 | 08:12:21     | 08:12:24        |     3,00 сек | Успешно   
     814 |    15 |       3 | 08:12:22     | 08:12:25        |     3,00 сек | Успешно   
     815 |    15 |       3 | 08:12:22     | 08:12:25        |     3,00 сек | Успешно   
     816 |    15 |       3 | 08:12:23     | 08:12:26        |     3,00 сек | Успешно   
     817 |    15 |       3 | 08:12:23     | 08:12:26        |     3,00 сек | Успешно   
     818 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     819 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     820 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     821 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     822 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     823 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     824 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     825 |    15 |       3 | 08:12:24     | 08:12:27        |     3,00 сек | Успешно   
     826 |    15 |       3 | 08:12:25     | 08:12:28        |     3,00 сек | Успешно   
     827 |    15 |       3 | 08:12:25     | 08:12:28        |     3,00 сек | Успешно   
     828 |    15 |       3 | 08:12:26     | 08:12:29        |     3,00 сек | Успешно   
     829 |    15 |       3 | 08:12:26     | 08:12:29        |     3,00 сек | Успешно   
     830 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     831 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     832 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     833 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     834 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     835 |    15 |       3 | 08:12:27     | 08:12:30        |     3,00 сек | Успешно   
     836 |    15 |       3 | 08:12:27     | 08:12:31        |     4,00 сек | Успешно   
     837 |    15 |       3 | 08:12:28     | 08:12:31        |     3,00 сек | Успешно   
     838 |    15 |       3 | 08:12:28     | 08:12:31        |     3,00 сек | Успешно   
     839 |    12 |       3 | 08:12:29     | 08:12:31        |     2,00 сек | Успешно   
     840 |    12 |       3 | 08:12:29     | 08:12:31        |     2,00 сек | Успешно   
     841 |    13 |       4 | 08:12:30     | 08:12:32        |     2,00 сек | Успешно   
     842 |    15 |       5 | 08:12:30     | 08:12:33        |     3,00 сек | Успешно   
     843 |    15 |       5 | 08:12:30     | 08:12:33        |     3,00 сек | Успешно   
     844 |    15 |       5 | 08:12:30     | 08:12:33        |     3,00 сек | Успешно   
     845 |    15 |       5 | 08:12:30     | 08:12:33        |     3,00 сек | Успешно   
     846 |    15 |       5 | 08:12:30     | 08:12:34        |     4,00 сек | Успешно   
     847 |    15 |       5 | 08:12:31     | 08:12:34        |     3,00 сек | Успешно   
     848 |    15 |       5 | 08:12:31     | 08:12:34        |     3,00 сек | Успешно   
     849 |    15 |       5 | 08:12:31     | 08:12:34        |     3,00 сек | Успешно   
     850 |    15 |       5 | 08:12:31     | 08:12:34        |     3,00 сек | Успешно   
     851 |    15 |       5 | 08:12:31     | 08:12:35        |     4,00 сек | Успешно   
     852 |    15 |       5 | 08:12:32     | 08:12:35        |     3,00 сек | Успешно   
     853 |    15 |       5 | 08:12:33     | 08:12:36        |     3,00 сек | Успешно   
     854 |    15 |       5 | 08:12:33     | 08:12:36        |     3,00 сек | Успешно   
     855 |    15 |       5 | 08:12:33     | 08:12:36        |     3,00 сек | Успешно   
     856 |    15 |       5 | 08:12:33     | 08:12:36        |     3,00 сек | Успешно   
     857 |    15 |       8 | 08:12:34     | 08:12:37        |     3,00 сек | Успешно   
     858 |     2 |       2 | 08:12:34     | 08:12:34        |            - | Успешно   

3. ДИНАМИКА ИЗМЕНЕНИЙ
   3.1. Изменения целевого количества активных потоков
   Время    | Старое | Новое |  Изменение | Скорость тек. | Скорость пред. |  % изменения | Причина        
   ------------------------------------------------------------------------------------------------------------------------------------------------------
   08:06:27 |      6 |    10 |         +4 |     2 пот/мин |      1 пот/мин |      +100,0% | СкоростьРастет 
   08:07:27 |     10 |    12 |         +2 |     8 пот/мин |      2 пот/мин |      +300,0% | СкоростьРастет 
   08:12:27 |     12 |    11 |         -1 |   229 пот/мин |    320 пот/мин |       -28,4% | СкоростьПадает 

   3.2. Изменения паузы
   Время    |  Старое |  Новое |  Изменение | Скорость тек. | Скорость пред. |  % изменения | Причина        
   ------------------------------------------------------------------------------------------------------------------------------------------------------
   08:06:27 |    1,00 |   0,80 |      -0,20 |     2 пот/мин |      1 пот/мин |      +100,0% | СкоростьРастет 
   08:07:27 |    0,80 |   0,60 |      -0,20 |     8 пот/мин |      2 пот/мин |      +300,0% | СкоростьРастет 
   08:08:27 |    0,60 |   0,40 |      -0,20 |    34 пот/мин |      8 пот/мин |      +325,0% | СкоростьРастет 
   08:09:27 |    0,40 |   0,20 |      -0,20 |    77 пот/мин |     34 пот/мин |      +126,5% | СкоростьРастет 
   08:10:27 |    0,20 |   0,10 |      -0,10 |   148 пот/мин |     77 пот/мин |       +92,2% | СкоростьРастет 
   08:12:27 |    0,10 |   0,19 |      +0,09 |   229 пот/мин |    320 пот/мин |       -28,4% | СкоростьПадает 

4. СТАТИСТИКА
   - Средняя длительность выполнения потока: 6,64 сек
   - Минимальная длительность: 1,00 сек
   - Максимальная длительность: 456,00 сек
   - Количество успешно завершенных потоков: 859
   - Количество потоков с ошибками: 0
   - Средняя скорость выполнения: 1,13 потоков/сек
   - Максимальное количество одновременно активных потоков: 12
   - Минимальное количество одновременно активных потоков: 0
   - Максимальное целевое количество активных потоков: 12
